names,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min
Pha Lê Tím,Pop/Ballad,0.253,0.6629999999999999,11,-1.875,0,0.0318,0.799,3.229999999999999e-05,0.129,0.251,150.063,4.908666666666667
Tìm Lại Bầu Trời,Pop/Ballad,0.564,0.377,10,-10.237,1,0.0233,0.6559999999999999,0.0,0.11199999999999999,0.42,89.98200000000001,5.48005
Cầu Vồng Khuyết,Pop/Ballad,0.687,0.498,11,-7.352,1,0.0334,0.243,6.21e-06,0.10800000000000001,0.451,122.016,4.23445
Anh Nhớ Em,Pop/Ballad,0.619,0.531,9,-7.2620000000000005,0,0.0283,0.7390000000000001,1.18e-06,0.11599999999999999,0.322,115.022,4.29735
Dĩ Vãng Cuộc Tình,Pop/Ballad,0.528,0.51,11,-5.397,0,0.0278,0.45299999999999996,0.0,0.105,0.271,81.17699999999999,4.459533333333333
Hối Hận Trong Anh,Pop/Ballad,0.606,0.22399999999999998,11,-15.014000000000001,0,0.0332,0.77,0.0,0.133,0.191,120.065,4.668083333333334
Sao Không Cho Nhau,Pop/Ballad,0.695,0.34,11,-10.604000000000001,0,0.034,0.7070000000000001,0.0,0.14400000000000002,0.22899999999999998,125.84,4.083583333333333
Sẽ Không Còn Nữa,Pop/Ballad,0.691,0.493,0,-7.3870000000000005,1,0.0253,0.695,0.0,0.14400000000000002,0.5920000000000001,102.984,5.3856
Tình thôi xót xa,Pop/Ballad,0.452,0.452,1,-12.59,0,0.0318,0.249,5.6399999999999995e-05,0.14300000000000002,0.10300000000000001,177.832,5.9046666666666665
Katy,Pop/Ballad,0.778,0.435,2,-7.472,0,0.0312,0.596,0.0,0.11199999999999999,0.306,110.05799999999999,3.44445
Tình đơn phương,Pop/Ballad,0.6779999999999999,0.371,7,-12.892000000000001,0,0.0448,0.6779999999999999,0.0,0.10099999999999999,0.2,130.863,4.229116666666667
Lãng quên chiều thu,Pop/Ballad,0.6729999999999999,0.526,2,-7.678999999999999,1,0.0273,0.812,1.09e-06,0.1,0.41700000000000004,105.984,4.919783333333333
Tha Rang Nhu The,Pop/Ballad,0.5720000000000001,0.58,11,-6.127000000000001,0,0.0298,0.374,0.0,0.182,0.27,125.92299999999999,3.36045
Toi Khong Tin,Pop/Ballad,0.5870000000000001,0.545,11,-5.664,1,0.0274,0.254,0.0,0.0559,0.321,121.949,4.6657
Noi Nho Noi Con Tim Mo Coi,Pop/Ballad,0.715,0.615,7,-5.247999999999999,0,0.0287,0.396,0.0,0.14300000000000002,0.435,119.995,5.444583333333333
Toi Di Tim Toi,Pop/Ballad,0.455,0.652,5,-4.8839999999999995,0,0.0284,0.0562,0.0,0.217,0.324,170.02200000000002,5.68405
Vi Mot Nguoi Ra Di - Ung Hoang Phuc,Pop/Ballad,0.6559999999999999,0.51,5,-7.739,1,0.027000000000000003,0.23199999999999998,3.95e-06,0.129,0.297,120.09700000000001,4.433433333333333
Yeu Lai Tu Dau,Pop/Ballad,0.7659999999999999,0.539,11,-9.798,0,0.0351,0.643,0.0,0.125,0.516,96.0,3.4506666666666668
Chi Anh Hieu Em,Pop/Ballad,0.396,0.42200000000000004,5,-8.892000000000001,1,0.0459,0.76,0.0,0.109,0.306,207.512,4.5353
Anh Khac Hay Em Khac,Pop/Ballad,0.595,0.217,11,-19.666,0,0.0338,0.58,1.01e-06,0.106,0.20800000000000002,119.91,4.316666666666666
Ngỡ,Pop/Ballad,0.64,0.5429999999999999,5,-5.837000000000001,0,0.0273,0.647,3.5499999999999996e-05,0.113,0.155,125.978,4.050883333333333
Trăm Năm Không Quên,Pop/Ballad,0.614,0.552,3,-5.657,0,0.0301,0.77,7.69e-06,0.14,0.24,79.97399999999999,4.134216666666667
Suy Nghĩ Trong Anh,Pop/Ballad,0.6659999999999999,0.483,4,-8.587,1,0.0282,0.7020000000000001,1.47e-06,0.10300000000000001,0.5589999999999999,104.064,5.1871833333333335
Sao Không Chờ Nhau,Pop/Ballad,0.703,0.33299999999999996,11,-10.095,0,0.0335,0.71,0.0,0.16399999999999998,0.156,125.839,4.097533333333334
Nhu Vay Nhe,Pop/Ballad,0.695,0.58,11,-9.115,1,0.028999999999999998,0.34,0.0618,0.0908,0.614,118.03200000000001,4.152666666666667
Anh Nhận Ra,Pop/Ballad,0.562,0.457,5,-7.816,0,0.0284,0.715,0.0,0.122,0.33799999999999997,120.006,4.6511
Như Vậy Nhé,Pop/Ballad,0.695,0.58,11,-9.115,1,0.028999999999999998,0.34,0.0618,0.0908,0.614,118.038,4.152666666666667
Còn Lại Gì Sau Cơn Mưa,Pop/Ballad,0.631,0.593,4,-7.487,0,0.0282,0.5670000000000001,0.0,0.125,0.297,109.958,4.473466666666667
Mưa Của Ngày Xưa,Pop/Ballad,0.524,0.68,1,-6.0,0,0.0385,0.598,0.0,0.311,0.499,138.016,4.7373
Chỉ Cần Em Hạnh Phúc,Pop/Ballad,0.523,0.494,10,-6.369,0,0.0333,0.802,0.0,0.0962,0.38299999999999995,125.59100000000001,4.197
Em Là Hạnh Phúc Trong Anh,Pop/Ballad,0.5760000000000001,0.401,11,-6.935,1,0.0281,0.649,0.0,0.20800000000000002,0.299,110.027,4.72425
Ngã Tư Đường,Pop/Ballad,0.628,0.43200000000000005,7,-9.065,0,0.0294,0.746,0.0,0.121,0.37200000000000005,119.979,4.5993
Nếu Là Anh,Pop/Ballad,0.6759999999999999,0.531,11,-7.138999999999999,0,0.0274,0.81,8.900000000000001e-06,0.10099999999999999,0.391,120.006,4.2828
Gọi Tên Em Trong Đêm,Pop/Ballad,0.784,0.644,5,-5.349,1,0.0392,0.588,0.0,0.185,0.316,112.00200000000001,4.238366666666667
Em Luôn Ở Trong Tâm Trí Anh,Pop/Ballad,0.5710000000000001,0.413,4,-6.228,0,0.0252,0.392,1.04e-06,0.439,0.235,110.029,4.4739
Chờ Em Trong Đêm,Pop/Ballad,0.512,0.436,9,-6.734,0,0.0274,0.611,1.49e-05,0.0861,0.321,76.036,3.6652
Hãy Để Anh Yêu Em Lần Nữa,Pop/Ballad,0.47700000000000004,0.433,11,-6.447,0,0.027000000000000003,0.58,0.000202,0.105,0.324,169.952,3.8928
Thêm Một Lần Đau,Pop/Ballad,0.442,0.628,3,-5.289,0,0.0342,0.489,0.0,0.0771,0.47,204.146,4.677216666666666
Trang Giấy Trắng,Pop/Ballad,0.586,0.514,10,-7.354,0,0.0274,0.46399999999999997,0.0,0.183,0.414,130.005,4.906233333333334
Không Được Khóc,Pop/Ballad,0.595,0.424,8,-7.0489999999999995,0,0.0307,0.41100000000000003,0.0,0.0922,0.373,140.278,4.468683333333333
Hai Ba Năm,Pop/Ballad,0.509,0.513,2,-6.0920000000000005,0,0.027999999999999997,0.37799999999999995,0.0,0.0657,0.41200000000000003,146.19899999999998,5.483533333333333
Giả Vờ Thương Anh Được Không,Pop/Ballad,0.63,0.387,3,-7.403,0,0.0299,0.773,1.11e-05,0.111,0.18899999999999997,98.036,4.535
Hãy Xem Là Giấc Mơ,Pop/Ballad,0.682,0.601,5,-5.559,0,0.0322,0.414,2.87e-06,0.0866,0.282,113.993,4.8209
Nỗi Đau Xót Xa,Pop/Ballad,0.579,0.48200000000000004,5,-8.017000000000001,0,0.0286,0.389,0.0,0.153,0.371,119.973,4.4032
Mua,Pop/Ballad,0.49700000000000005,0.495,1,-8.926,0,0.0309,0.682,2.09e-06,0.162,0.289,131.967,4.630766666666666
Đừng Làm Anh Đau,Pop/Ballad,0.635,0.47200000000000003,7,-6.955,0,0.027000000000000003,0.684,0.0,0.0877,0.466,109.005,4.719483333333334
Anh Nhớ Em Người Yêu Cũ,Pop/Ballad,0.541,0.578,5,-6.157,0,0.0246,0.48200000000000004,0.0,0.0992,0.35600000000000004,95.99600000000001,4.648733333333333
Anh Rat Yeu Em,Pop/Ballad,0.5539999999999999,0.41200000000000003,4,-8.748,0,0.0247,0.61,0.0,0.106,0.17,80.03,4.769683333333333
Nếu Có Quay Về,Pop/Ballad,0.632,0.725,3,-5.609,0,0.0366,0.501,0.0,0.0876,0.45,110.006,3.8000833333333333
Vầng Trăng Khóc,Pop/Ballad,0.59,0.436,1,-8.624,0,0.0277,0.685,0.000362,0.218,0.366,127.95100000000001,5.072116666666667
Miền Cát Trắng,Pop/Ballad,0.449,0.565,11,-6.496,0,0.0318,0.0208,6.69e-06,0.10800000000000001,0.395,139.678,5.6738
Cơn Mơ Băng Giá,Pop/Ballad,0.489,0.43799999999999994,7,-6.905,0,0.0345,0.542,0.0,0.185,0.16899999999999998,119.794,4.666933333333334
Trái Tim Bên Lề,Pop/Ballad,0.57,0.428,4,-8.636000000000001,0,0.0315,0.627,0.0,0.23600000000000002,0.214,133.852,5.289116666666667
Nơi Tình Yêu Bắt Đầu,Pop/Ballad,0.431,0.455,0,-5.915,0,0.0309,0.7120000000000001,0.0,0.113,0.24100000000000002,123.43,4.6193333333333335
Lâu Đài Tình Ái,Pop/Ballad,0.522,0.5670000000000001,9,-5.943,1,0.0303,0.318,0.0,0.348,0.44299999999999995,140.118,4.915283333333333
Xe Đạp,Pop/Ballad,0.264,0.396,5,-6.8229999999999995,1,0.0294,0.8690000000000001,0.0,0.193,0.37200000000000005,77.949,4.7373
Kiếp Ve Sầu,Pop/Ballad,0.537,0.314,0,-14.864,0,0.0736,0.544,0.0,0.121,0.36200000000000004,139.336,4.0108
Anh Đã Quen Với Cô Đơn,Pop/Ballad,0.768,0.318,5,-11.193,1,0.0355,0.8,0.00268,0.14,0.259,114.973,4.46965
Ánh Nắng Của Anh,Pop/Ballad,0.556,0.326,4,-8.075,1,0.0296,0.91,0.0,0.086,0.342,127.834,4.410633333333333
Buồn Của Anh,Pop/Ballad,0.746,0.32299999999999995,7,-8.665,0,0.0495,0.84,1.47e-05,0.379,0.37200000000000005,139.955,4.80015
Buồn Không Em,Indie/Hip Hop,0.647,0.158,6,-13.402999999999999,0,0.0339,0.873,0.0,0.239,0.364,109.948,6.400383333333333
Cảm Nắng,Pop/Ballad,0.696,0.41200000000000003,9,-7.071000000000001,1,0.0523,0.518,0.0,0.0657,0.304,80.015,3.8125
Cause I Love You,Pop/Ballad,0.594,0.8,0,-7.3420000000000005,0,0.0686,0.522,0.000162,0.157,0.7509999999999999,179.877,4.75555
Chắc Anh Đang - Piano,Pop/Ballad,0.413,0.177,0,-13.08,1,0.0336,0.955,0.0249,0.10099999999999999,0.292,99.851,4.28
Chiều Hôm Ấy,Pop/Ballad,0.537,0.396,11,-4.754,1,0.0281,0.821,0.0,0.105,0.312,153.936,5.14505
Có Em Chờ,Pop/Ballad,0.556,0.657,4,-4.98,1,0.221,0.624,0.0,0.0909,0.555,79.873,3.9
Có Tất Cả Nhưng Thiếu Anh,Pop/Ballad,0.5670000000000001,0.242,4,-8.65,0,0.0365,0.9309999999999999,0.0,0.126,0.309,131.666,4.7481
Cứ Thế Mong Chờ,Pop/Ballad,0.7929999999999999,0.591,5,-7.032,0,0.0305,0.45399999999999996,0.0,0.114,0.6409999999999999,100.001,4.177483333333333
"Cung Anh - Ngoc Dolil, Hagi, STee - Original",Pop/Ballad,0.488,0.5870000000000001,6,-6.422000000000001,0,0.182,0.147,0.00859,0.0917,0.488,191.87400000000002,3.2927333333333335
Dành Cho Em,Pop/Ballad,0.531,0.5670000000000001,1,-5.636,1,0.0311,0.77,0.0,0.1,0.321,136.014,3.97955
Để Cho Em Khóc,Pop/Ballad,0.505,0.562,10,-5.0680000000000005,0,0.0399,0.795,0.0,0.122,0.35100000000000003,74.13600000000001,4.507
Đếm Ngày Xa Em,Pop/Ballad,0.755,0.552,1,-8.146,1,0.0377,0.44299999999999995,0.0,0.0752,0.488,107.985,4.2782
Di Ve Dau - 2018,Pop/Ballad,0.609,0.5820000000000001,10,-7.053999999999999,0,0.044000000000000004,0.7979999999999999,0.17,0.107,0.172,77.99600000000001,3.9886666666666666
Điều Buồn Nhất,Pop/Ballad,0.5539999999999999,0.433,7,-8.846,1,0.0581,0.8909999999999999,0.0841,0.294,0.324,75.025,4.256283333333333
Đời Dạy Tôi,Pop/Ballad,0.6829999999999999,0.45399999999999996,1,-9.73,1,0.0407,0.723,9.73e-06,0.102,0.479,79.995,3.9474
Đừng Ai Nhắc Về Anh Ấy,Pop/Ballad,0.629,0.457,2,-7.0729999999999995,0,0.0492,0.782,0.0,0.0967,0.16699999999999998,139.91,4.6534
Đừng Như Thói Quen,Pop/Ballad,0.542,0.504,11,-5.723,1,0.0338,0.621,0.0,0.196,0.19899999999999998,115.367,4.717816666666667
Đừng Xin Lỗi Nữa,Pop/Ballad,0.5579999999999999,0.40299999999999997,3,-6.297999999999999,1,0.0351,0.682,0.0,0.0814,0.305,68.072,3.8566166666666666
Em Biết,Pop/Ballad,0.629,0.46,9,-5.755,1,0.0266,0.6459999999999999,1.85e-06,0.0998,0.209,97.023,5.5228
Em Của Quá Khứ,Pop/Ballad,0.718,0.16,0,-11.77,1,0.040999999999999995,0.946,0.0,0.355,0.491,94.93,3.119
Em Đã Biết,Pop/Ballad,0.726,0.442,4,-7.197,1,0.0418,0.353,9.64e-06,0.10800000000000001,0.5379999999999999,72.45,4.355366666666667
Em Khong The,Pop/Ballad,0.688,0.563,10,-5.945,0,0.0334,0.439,2.57e-06,0.345,0.243,93.023,4.17955
Em Ngu Chua - Original,Pop/Ballad,0.5489999999999999,0.38799999999999996,2,-9.355,1,0.27699999999999997,0.63,3.22e-06,0.107,0.38299999999999995,86.42299999999999,4.517883333333334
Em Gai Mua Piano Version - Huong Tram ft Mr.Siro - Original,Pop/Ballad,0.5479999999999999,0.146,11,-12.384,1,0.0437,0.951,0.0,0.12300000000000001,0.45399999999999996,140.312,3.5196
Giá Như Anh Lặng Im,Pop/Ballad,0.7759999999999999,0.401,4,-9.892000000000001,1,0.0512,0.496,0.0,0.11599999999999999,0.723,140.05700000000002,4.182816666666667
Gửi Anh Xa Nhớ,Pop/Ballad,0.626,0.431,5,-7.355,1,0.0302,0.848,0.00013700000000000002,0.10800000000000001,0.406,118.041,4.271183333333333
Happy Ending,Pop/Ballad,0.62,0.41600000000000004,9,-5.899,1,0.0298,0.6920000000000001,0.0,0.0702,0.225,120.02799999999999,4.22095
I Lab You,Pop/Ballad,0.627,0.613,6,-4.63,0,0.079,0.547,0.007109999999999999,0.0674,0.418,186.90200000000002,3.8074833333333333
Kém Duyên,Pop/Ballad,0.828,0.675,10,-5.056,1,0.038,0.282,0.0,0.106,0.6679999999999999,110.053,3.7457333333333334
Lỗi Ở Yêu Thương,Pop/Ballad,0.615,0.45,11,-6.794,0,0.0444,0.682,2.01e-06,0.0848,0.542,146.249,4.446933333333333
Mình Là Gì Của Nhau,Pop/Ballad,0.777,0.47700000000000004,0,-10.828,1,0.0698,0.14400000000000002,0.0,0.0923,0.674,140.001,4.92255
Mo,Pop/Ballad,0.556,0.413,9,-7.261,1,0.0791,0.9079999999999999,3.38e-06,0.0924,0.191,113.086,4.36985
Mot Nha,Indie/Hip Hop,0.8220000000000001,0.684,0,-5.872999999999999,1,0.239,0.643,0.0,0.10400000000000001,0.376,94.016,3.09405
My Everything,Pop/Ballad,0.698,0.594,9,-6.1370000000000005,0,0.0316,0.44,0.000233,0.225,0.359,122.066,3.2956666666666665
Nến Và Hoa,Indie/Hip Hop,0.787,0.652,5,-6.781000000000001,0,0.0655,0.239,8.3e-05,0.102,0.39399999999999996,120.03299999999999,2.7666666666666666
Nếu Em Còn Tồn Tại,Pop/Ballad,0.605,0.45399999999999996,0,-5.587000000000001,0,0.0276,0.845,3.21e-06,0.132,0.29600000000000004,126.042,5.3677166666666665
Nguoi Am Phu - Original,Indie/Hip Hop,0.687,0.6559999999999999,1,-6.987,1,0.0333,0.0451,0.000843,0.29,0.38799999999999996,120.074,2.1759666666666666
Người Em Tìm Kiếm,Pop/Ballad,0.72,0.647,0,-6.472,1,0.0661,0.6659999999999999,0.0,0.106,0.767,79.98100000000001,3.3625
Nhu Phut Ban Dau,Pop/Ballad,0.56,0.675,4,-6.644,0,0.0879,0.42200000000000004,2.8199999999999998e-05,0.145,0.366,150.261,4.266666666666667
Nói Thương Nhau Đừng Làm Trái Tim Em Đau,Pop/Ballad,0.72,0.6679999999999999,0,-5.638,0,0.0557,0.624,9.240000000000001e-05,0.34,0.29100000000000004,111.917,4.6573166666666665
Rằng Em Mãi Ở Bên (Chillout Version),Pop/Ballad,0.685,0.429,2,-9.781,1,0.0321,0.21100000000000002,0.0242,0.14,0.159,117.03,3.9714833333333335
Sai Người Sai Thời Điểm,Pop/Ballad,0.402,0.38299999999999995,7,-10.037,1,0.0295,0.879,0.0,0.075,0.342,135.014,6.167066666666667
Sao Cũng Được,Indie/Hip Hop,0.575,0.15,7,-20.156,1,0.138,0.728,0.000375,0.0961,0.32899999999999996,82.854,4.44585
Sau Tất Cả,Pop/Ballad,0.6,0.506,0,-7.1160000000000005,0,0.0297,0.39399999999999996,0.0,0.243,0.35200000000000004,122.04899999999999,3.4211666666666667
Say You Do,Pop/Ballad,0.565,0.624,2,-5.715,0,0.0297,0.22899999999999998,4.6899999999999995e-05,0.124,0.24600000000000002,103.96,3.6724
SO FAR,Indie/Hip Hop,0.5720000000000001,0.484,5,-10.402000000000001,1,0.0488,0.591,0.00328,0.127,0.27,91.064,3.41005
Ta Cứ Đi Cùng Nhau,Indie/Hip Hop,0.631,0.6709999999999999,7,-5.4079999999999995,0,0.0304,0.728,1.07e-06,0.665,0.0961,105.964,5.7636666666666665
Tạm Biệt Em,Pop/Ballad,0.774,0.887,1,-4.704,0,0.0425,0.547,0.0043100000000000005,0.12,0.765,107.98299999999999,4.08895
Tâm Sự Với Người Lạ,Pop/Ballad,0.648,0.449,5,-7.945,0,0.0322,0.635,0.0,0.14,0.231,96.057,4.314116666666667
Tận Cùng Nỗi Nhớ,Pop/Ballad,0.444,0.37,9,-9.156,1,0.0347,0.894,0.0,0.083,0.396,73.18,4.6552
Thất Tình,Pop/Ballad,0.5920000000000001,0.469,10,-4.513999999999999,1,0.0286,0.623,1.39e-05,0.0884,0.32799999999999996,133.892,6.573266666666667
Thương Nhau Nhé (Cover),Indie/Hip Hop,0.557,0.49,0,-8.562000000000001,1,0.027000000000000003,0.73,1.27e-05,0.163,0.317,152.105,3.66365
Tôi Thấy Hoa Vàng Trên Cỏ Xanh,Pop/Ballad,0.486,0.324,9,-9.654,0,0.0258,0.9329999999999999,0.000305,0.11900000000000001,0.254,78.058,4.705333333333333
Trai Tim Em Cung Biet Dau. - Original,Pop/Ballad,0.505,0.528,8,-5.627000000000001,0,0.0335,0.8540000000000001,0.0,0.114,0.5539999999999999,132.067,5.0484
Túy Âm,Pop/Ballad,0.6729999999999999,0.8240000000000001,0,-5.763999999999999,0,0.0624,0.303,2.3899999999999998e-05,0.642,0.314,148.915,3.3666666666666667
Ve Voi Em Di,Pop/Ballad,0.7829999999999999,0.76,9,-3.228,0,0.077,0.14300000000000002,0.000188,0.0813,0.6459999999999999,128.062,2.84375
Vì Tôi Còn Sống,Pop/Ballad,0.7240000000000001,0.45399999999999996,0,-7.51,1,0.0632,0.715,2.61e-06,0.0512,0.456,133.934,3.9606666666666666
Xin Đừng Lặng Im,Pop/Ballad,0.547,0.447,0,-7.569,0,0.0291,0.777,0.0,0.106,0.33799999999999997,134.82,4.158716666666667
Yêu 5,Indie/Hip Hop,0.6809999999999999,0.578,3,-7.917999999999999,1,0.0537,0.732,0.0,0.10400000000000001,0.382,95.037,4.0
Yêu Đi Đừng Sợ,Pop/Ballad,0.535,0.368,2,-9.452,1,0.0456,0.684,0.0,0.315,0.14,180.02200000000002,5.2709
Yêu Là Tha Thu,Indie/Hip Hop,0.447,0.21899999999999997,5,-9.777000000000001,1,0.067,0.9059999999999999,1.49e-05,0.0807,0.423,167.273,4.977316666666667
Yeu Mot Nguoi Vo Tam - Original,Pop/Ballad,0.547,0.483,10,-5.669,0,0.0354,0.889,0.0,0.0916,0.598,140.30700000000002,5.1604833333333335
Yêu Lại Từ Đầu,Pop/Ballad,0.763,0.545,11,-10.15,0,0.0355,0.588,0.0,0.142,0.568,96.016,3.451216666666667
Nắm Lấy Tay Anh,Pop/Ballad,0.7659999999999999,0.331,1,-11.96,1,0.040999999999999995,0.54,0.0,0.14,0.311,109.991,4.528333333333333
Day Dream,Pop/Ballad,0.6459999999999999,0.556,6,-7.055,0,0.0385,0.0854,0.0006929999999999999,0.374,0.86,120.056,4.3
Tắt Đèn,Pop/Ballad,0.696,0.639,1,-9.31,1,0.0327,0.149,0.0,0.0975,0.574,128.028,3.5515
Người Ta Có Thương Mình Đâu,Pop/Ballad,0.503,0.226,6,-12.198,1,0.0416,0.843,0.0,0.0996,0.24,160.046,3.802033333333333
Krazy,Pop/Ballad,0.915,0.6759999999999999,8,-4.376,1,0.0661,0.11900000000000001,0.0,0.0579,0.61,128.02700000000002,3.8125
Em Không Quay Về,Indie/Hip Hop,0.642,0.5710000000000001,4,-8.214,0,0.0478,0.484,0.0,0.24,0.419,153.872,4.41905
Chỉ Anh Hiểu Em,Pop/Ballad,0.38799999999999996,0.42200000000000004,5,-8.892000000000001,1,0.046,0.76,0.0,0.109,0.306,207.49400000000003,4.5353
Đổi Thay,Pop/Ballad,0.613,0.508,6,-6.107,0,0.026000000000000002,0.32299999999999995,0.0,0.268,0.52,85.031,4.496133333333334
Anh Khác Hay Em Khác,Pop/Ballad,0.596,0.217,11,-19.666,0,0.0338,0.58,1.01e-06,0.106,0.20800000000000002,119.90299999999999,4.316666666666666
Tôi Là Ai Trong Em (Đồi Thông) (Taxi! Em Tên Gì Ost),Pop/Ballad,0.48700000000000004,0.36200000000000004,6,-6.593999999999999,1,0.0281,0.731,6.81e-06,0.0764,0.3,127.838,5.0362
Đã Biết Sẽ Có Ngày Hôm Qua,Pop/Ballad,0.611,0.418,1,-7.726,1,0.0307,0.769,0.0,0.145,0.35200000000000004,139.90200000000002,4.51135
"Cho Nhau Nhe - Suni Ha Linh, ERIK - Original",Pop/Ballad,0.524,0.19399999999999998,2,-9.95,1,0.0383,0.813,0.0,0.0917,0.257,133.958,3.64975
Lac Nhau Co Phai Muon Doi (Music From “Cho Em Den Ngay Mai”),Pop/Ballad,0.555,0.406,8,-6.2379999999999995,1,0.0307,0.92,0.0,0.32299999999999995,0.12300000000000001,119.956,5.2811
Gia Ngay Dau Dung Noi Thuong Nhau,Pop/Ballad,0.562,0.513,2,-7.303999999999999,0,0.035,0.775,4.83e-06,0.0962,0.2,126.053,4.5
Noi Dau Minh Anh (feat. Trinh Dinh Quang),Pop/Ballad,0.732,0.645,3,-7.485,0,0.0329,0.528,0.0,0.201,0.46399999999999997,123.068,4.147616666666667
Lời Chưa Nói,Pop/Ballad,0.7120000000000001,0.47600000000000003,2,-9.459,1,0.0307,0.27899999999999997,0.000152,0.106,0.302,128.02700000000002,4.269283333333333
Ve Nha (feat. Kaang),Indie/Hip Hop,0.602,0.7809999999999999,7,-4.592,1,0.10300000000000001,0.414,0.0,0.384,0.35700000000000004,167.899,4.430433333333333
Thật Bất Ngờ,Pop/Ballad,0.8109999999999999,0.659,7,-8.055,0,0.0659,0.161,0.0,0.8640000000000001,0.653,124.03,3.4977
She Neva Knows,Indie/Hip Hop,0.608,0.82,4,-3.787,0,0.0305,0.544,0.0,0.1,0.493,116.991,4.8222
Đừng Ngoảnh Lại,Pop/Ballad,0.625,0.462,8,-8.568,0,0.0516,0.0737,0.0,0.168,0.43200000000000005,143.841,4.1425833333333335
Lớn Rồi Còn Khóc Nhè,Pop/Ballad,0.848,0.4,5,-8.932,1,0.0586,0.809,6.07e-05,0.11699999999999999,0.764,115.96600000000001,3.5180333333333333
Mình Cưới Nhau Đi,Indie/Hip Hop,0.6970000000000001,0.825,6,-6.632000000000001,1,0.214,0.779,7.85e-05,0.0679,0.818,174.037,3.9302
Minh Yeu Nhau Tu Kiep Nao ? - Original,Pop/Ballad,0.335,0.326,0,-7.09,0,0.033,0.8959999999999999,5.7600000000000004e-05,0.12,0.41,92.39299999999999,5.4176
Lắng Nghe Nước Mắt,Pop/Ballad,0.479,0.348,7,-9.798,0,0.0306,0.784,0.0,0.0896,0.312,159.898,5.400816666666667
Hôm Nay Tôi Buồn,Pop/Ballad,0.43200000000000005,0.359,0,-8.897,1,0.0288,0.853,1.06e-06,0.106,0.215,133.89700000000002,4.597416666666667
Chot Thay Em Khoc,Pop/Ballad,0.469,0.5489999999999999,7,-6.359,0,0.0293,0.85,3.26e-05,0.114,0.375,80.01899999999999,5.21355
Bốn Chữ Lắm,Pop/Ballad,0.6970000000000001,0.46299999999999997,5,-7.392,0,0.036000000000000004,0.5429999999999999,0.0,0.41600000000000004,0.361,109.986,4.287316666666666
Người Ấy,Pop/Ballad,0.639,0.5,1,-7.176,1,0.0266,0.674,0.0,0.099,0.419,110.054,4.3446
Thu Cuối,Indie/Hip Hop,0.6629999999999999,0.635,3,-9.526,1,0.165,0.67,0.0,0.159,0.708,159.97,4.86095
Mashup Lắng Nghe Nước Mắt - Dưới Những Cơn Mưa,Pop/Ballad,0.5539999999999999,0.314,3,-8.539,0,0.0315,0.8759999999999999,0.0,0.124,0.305,82.021,6.044733333333333
Để Em Rời Xa,Pop/Ballad,0.512,0.41,1,-8.437999999999999,0,0.0364,0.7559999999999999,0.0,0.168,0.207,80.093,3.2759833333333335
Tìm (Lost) [feat. Mr. A],Pop/Ballad,0.6729999999999999,0.8059999999999999,6,-5.25,1,0.0286,0.0375,0.0,0.312,0.342,119.97399999999999,4.433333333333334
Cũng Đành Thôi,Pop/Ballad,0.494,0.491,7,-6.527,1,0.0268,0.546,0.0,0.105,0.308,143.915,4.549066666666667
Only U,Pop/Ballad,0.6859999999999999,0.534,2,-5.712000000000001,1,0.0298,0.11900000000000001,0.0,0.304,0.17,120.125,3.433333333333333
Phố Không Mùa,Pop/Ballad,0.27699999999999997,0.423,7,-8.127,0,0.0348,0.787,5.42e-06,0.0683,0.139,127.31700000000001,6.561766666666666
Đồng Xanh,Pop/Ballad,0.647,0.507,3,-6.278,1,0.0253,0.56,0.0,0.102,0.5710000000000001,82.061,3.8796166666666667
Thế Giới Ảo Tình Yêu Thật,Pop/Ballad,0.644,0.58,7,-4.208,0,0.0252,0.6609999999999999,0.0,0.16899999999999998,0.384,103.969,4.904716666666666
Buc Tranh Tu Nuoc Mat - Original,Pop/Ballad,0.496,0.363,4,-7.56,0,0.0322,0.6890000000000001,0.0,0.193,0.503,159.769,4.3311
Yeu Xa,Pop/Ballad,0.595,0.36200000000000004,0,-7.824,1,0.0298,0.909,0.000891,0.0946,0.145,80.005,4.8768
Nụ Cười Không Vui,Pop/Ballad,0.643,0.591,1,-4.971,0,0.0256,0.63,0.0,0.366,0.5329999999999999,108.02600000000001,4.370216666666667
Người Yêu Cũ,Pop/Ballad,0.35200000000000004,0.53,2,-6.117999999999999,0,0.0369,0.8370000000000001,0.0,0.226,0.43799999999999994,187.51,4.163916666666666
Em Yêu Anh,Pop/Ballad,0.446,0.455,4,-8.207,1,0.0277,0.76,0.0298,0.16399999999999998,0.309,72.883,3.658
Chờ Ngày Mưa Tan,Pop/Ballad,0.535,0.6659999999999999,7,-7.643,0,0.0597,0.596,0.0,0.10099999999999999,0.483,88.22399999999999,3.539816666666667
Nếu Như Anh Đến,Pop/Ballad,0.735,0.805,7,-3.966,1,0.0382,0.46299999999999997,0.0,0.27,0.777,111.054,3.556566666666667
Noi Nho Day Voi,Pop/Ballad,0.68,0.6859999999999999,1,-3.998,1,0.0297,0.0664,0.0,0.203,0.36700000000000005,94.057,4.382983333333334
Sau Trong Em,Pop/Ballad,0.6659999999999999,0.63,4,-4.4719999999999995,0,0.0305,0.569,0.0,0.0571,0.396,99.995,3.9606166666666667
